"txt_id","sentence_id","sentence_txt"
"a1f-fragment10","181","ADV ADJ PUNCT NOUN PUNCT VERB PRON VERB DET NOUN NOUN NOUN VERB VERB DET PROPN PUNCT VERB PUNCT NOUN PROPN ADP SYM NUM DET NOUN PUNCT"
"a1f-fragment11","182","NOUN PUNCT PROPN NOUN NOUN ADP NOUN"
"a1f-fragment11","183","ADP DET PROPN PROPN PROPN"
"a1f-fragment11","184","PROPN PUNCT DET PROPN ADP PROPN PROPN PART NOUN PUNCT NOUN NOUN PART VERB VERB ADP NOUN PART PUNCT NUM PROPN PUNCT VERB ADV ADJ PUNCT"
"a1f-fragment11","185","ADP DET ADJ PROPN PROPN NOUN DET NOUN ADP PROPN NOUN VERB DET NOUN ADP DET NOUN PUNCT ADJ PROPN PROPN NUM PUNCT"
"a1f-fragment11","186","ADV PUNCT PRON VERB VERB ADP DET NOUN PUNCT ADP DET NOUN VERB VERB CCONJ DET NUM PUNCT VERB PROPN VERB PROPN DET NOUN PUNCT"
"a1f-fragment11","187","NUM ADP DET NOUN VERB ADP NOUN CCONJ NUM ADP DET NOUN VERB ADP NOUN ADP PROPN CCONJ PROPN PUNCT"
"a1f-fragment11","188","DET NOUN ADP NOUN NOUN CCONJ NOUN ADP NOUN NOUN VERB ADJ PROPN DET PROPN ADP NUM PROPN ADV ADJ NOUN VERB VERB ADV ADP NOUN NOUN PUNCT"
"a1f-fragment11","189","ADJ NOUN VERB VERB CCONJ NOUN NOUN VERB NOUN ADJ NOUN ADP ADJ ADJ NOUN PART ADP DET NOUN ADJ PRON VERB ADV VERB ADP DET ADJ NOUN CCONJ NOUN PUNCT"
"a1f-fragment11","190","VERB NOUN CCONJ ADJ NOUN VERB ADV ADP NOUN PUNCT"
"a1f-fragment11","191","PROPN VERB DET PROPN NOUN ADP DET NOUN ADP DET PROPN ADP PROPN PROPN PUNCT NOUN ADP VERB PUNCT VERB CCONJ NOUN VERB ADV ADJ PROPN DET NOUN VERB PUNCT"
"a1f-fragment11","192","VERB DET NOUN PART NOUN PUNCT NOUN CCONJ NOUN NOUN VERB DET ADJ NOUN CCONJ PUNCT ADP DET NOUN PUNCT NOUN NOUN CCONJ NOUN ADV PUNCT"
"a1f-fragment11","193","DET VERB DET PROPN ADP NOUN CCONJ NOUN PUNCT"
"a1f-fragment11","194","PRON VERB VERB DET NOUN ADP ADJ NOUN CCONJ ADV ADJ NOUN PUNCT"
"a1f-fragment12","195","NOUN PUNCT PROPN NOUN"
"a1f-fragment12","196","ADP PROPN PROPN NOUN"
"a1f-fragment12","197","PROPN PUNCT DET PROPN PUNCT NOUN NOUN ADP PROPN VERB ADJ DET NOUN ADP PRON VERB ADP ADJ NOUN NOUN PUNCT NUM PROPN PUNCT PUNCT"
"a1f-fragment12","198","PROPN PROPN VERB ADV ADV DET PROPN ADP VERB DET ADJ PROPN PROPN NOUN ADP NOUN PUNCT PRON VERB ADV VERB PROPN ADJ NOUN ADP PROPN PART PROPN PROPN PROPN PROPN ADP ADJ NOUN PUNCT PROPN PROPN PROPN PUNCT"
"a1g-fragment26","387","NOUN NOUN VERB PART VERB"
"a1g-fragment26","388","ADP PROPN PROPN ADP PROPN"
"a1g-fragment26","389","NOUN ADJ ADJ ADJ NOUN VERB ADP DET ADJ ADJ NOUN NOUN VERB NOUN CCONJ NOUN ADP DET PROPN PUNCT VERB DET NOUN VERB NOUN ADV DET ADJ NOUN DET NOUN ADJ VERB ADJ ADP NUM ADP ADJ NOUN ADP PROPN PROPN PUNCT"
"a1g-fragment26","390","ADJ ADP DET ADJ NOUN PUNCT NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT VERB PRON VERB VERB ADV VERB VERB DET NOUN ADP PRON PUNCT"
"a1g-fragment26","391","DET NOUN PRON VERB VERB ADV ADP PROPN PART PROPN PROPN NOUN NUM NOUN VERB NUM VERB PROPN PROPN ADV ADP DET PROPN NOUN ADP PROPN PROPN PUNCT"
"a1g-fragment26","392","ADP PROPN DET NOUN DET ADJ NOUN VERB PROPN VERB DET PROPN ADP DET ADJ NOUN ADP ADJ NOUN ADP PROPN PUNCT"
"a1g-fragment26","393","ADJ ADP NUM NOUN ADV PUNCT PROPN PART NOUN VERB VERB NOUN ADP ADJ ADJ NOUN NOUN NOUN DET ADJ NOUN PUNCT ADP DET ADJ PROPN PUNCT VERB NOUN VERB ADP ADJ ADJ NOUN PUNCT"
"a1g-fragment26","394","ADP DET VERB VERB PROPN PUNCT NUM PUNCT DET ADJ PROPN PROPN VERB PUNCT PRON VERB PUNCT ADP PROPN PROPN ADP DET ADV ADJ NOUN PUNCT"
"a1g-fragment26","395","PUNCT PRON ADV VERB ADV VERB ADP ADJ NOUN VERB ADV PRON VERB CCONJ ADP PRON VERB VERB ADP ADJ NOUN PUNCT"
"a1g-fragment26","396","CCONJ PRON VERB DET ADJ PROPN PROPN PUNCT PRON VERB ADV VERB ADP PRON VERB ADV VERB DET NOUN ADV PUNCT PUNCT"
"a1g-fragment26","397","DET ADP DET NOUN VERB VERB VERB NOUN ADJ NOUN ADP ADV ADJ ADP NUM NOUN PUNCT ADP NOUN VERB ADV DET ADJ NOUN ADP ADJ ADJ NOUN VERB PRON VERB VERB PUNCT"
"a1g-fragment26","398","ADV NUM VERB PART VERB PUNCT DET ADJ NOUN CCONJ ADJ NOUN PUNCT NOUN VERB VERB ADP DET ADJ NOUN NUM NOUN ADV PUNCT"
"a1g-fragment26","399","DET ADJ ADJ NOUN PART NOUN PART VERB DET NOUN VERB ADP ADJ ADJ NOUN VERB ADP DET NOUN PROPN ADJ PUNCT VERB DET ADJ ADJ NOUN PUNCT"
"a1g-fragment26","400","DET ADP DET NOUN ADV VERB PART VERB ADJ ADJ NOUN ADV PUNCT CCONJ VERB VERB ADV NUM ADP DET ADJ ADJ NOUN VERB PRON VERB VERB DET NOUN PUNCT PART VERB ADP DET PROPN VERB VERB PUNCT"
"a1g-fragment26","401","ADP DET NOUN PUNCT ADJ ADJ NOUN VERB VERB DET NOUN PUNCT CCONJ VERB DET ADJ ADJ NOUN PUNCT"
"a1g-fragment26","402","PROPN PROPN VERB ADV VERB ADJ NOUN PUNCT"
"a1g-fragment26","403","ADV PUNCT DET NOUN VERB VERB VERB ADP PROPN PROPN PUNCT VERB ADP PROPN ADJ PROPN PRON VERB ADV VERB PUNCT"
"a1g-fragment26","404","VERB ADP ADJ NOUN PUNCT DET PROPN VERB VERB ADP DET ADJ ADJ PROPN PROPN PUNCT PROPN PROPN PROPN PUNCT DET ADJ ADJ ADJ NOUN PUNCT PROPN PROPN PUNCT CCONJ DET PROPN PROPN PROPN PUNCT PROPN PROPN PUNCT NOUN VERB ADV ADP DET PROPN PROPN ADP PROPN PROPN PUNCT"
"a1g-fragment27","405","NOUN VERB NOUN ADP PROPN PART ADJ NOUN"
"a1g-fragment27","406","ADP PROPN PROPN ADP PROPN PUNCT PROPN"
"a1g-fragment27","407","DET NOUN ADP PROPN NOUN VERB PROPN DET NOUN ADP PROPN PROPN PUNCT ADJ ADJ CCONJ ADJ NOUN PUNCT PROPN NUM NOUN PART NOUN ADP PROPN PUNCT PROPN VERB NOUN ADP ADJ ADJ NOUN CCONJ VERB PUNCT"
"a1g-fragment27","408","NOUN ADP PROPN PUNCT ADJ ADP ADJ NOUN PUNCT VERB ADP DET NOUN ADP PROPN ADP DET ADJ NOUN ADJ VERB VERB PRON ADV PUNCT"
"a1g-fragment27","409","ADV PRON VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN ADP DET ADJ ADJ NOUN ADP PROPN ADP ADJ NOUN ADP DET NOUN ADV PUNCT"
"a1g-fragment27","410","NOUN VERB ADV DET ADJ ADV PROPN PART ADJ NOUN PUNCT VERB VERB ADP DET NOUN PART ADJ ADJ NOUN PUNCT ADJ VERB ADV VERB NOUN PROPN ADP DET NOUN NOUN PUNCT PART VERB DET ADJ PROPN ADP ADJ NOUN CCONJ NOUN NOUN ADJ PROPN PROPN PROPN DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN ADP PROPN PUNCT"
"a1g-fragment27","411","DET ADJ NOUN ADV VERB PRON PUNCT DET ADJ NOUN PUNCT NOUN CCONJ NOUN ADP NOUN PART PUNCT"
"a1g-fragment27","412","PUNCT ADP PRON VERB ADV NOUN NOUN PUNCT VERB ADJ NOUN ADJ ADP DET ADJ NOUN ADP ADJ NOUN NOUN VERB VERB ADP ADJ ADJ NOUN PUNCT PUNCT VERB DET PROPN PROPN PUNCT PROPN PROPN PUNCT VERB DET ADJ PROPN CCONJ VERB PROPN DET NOUN ADP PROPN PROPN PUNCT NOUN VERB NOUN CCONJ NOUN ADP PROPN CCONJ ADJ NOUN PUNCT PROPN PUNCT"
"a1g-fragment27","413","PUNCT NOUN DET NOUN ADP PROPN VERB DET NOUN ADP ADJ ADJ CCONJ ADJ NOUN VERB ADP ADJ NOUN CCONJ NOUN ADP ADJ NOUN PUNCT PUNCT PRON PROPN PROPN PUNCT"
"a1g-fragment27","414","PUNCT ADJ NOUN NOUN VERB VERB PROPN PROPN NOUN PUNCT PUNCT VERB PROPN PROPN PUNCT DET PROPN ADP DET PROPN PROPN PROPN PUNCT"
"a1g-fragment27","415","PUNCT DET VERB VERB ADJ ADP DET PROPN NOUN ADV PUNCT PUNCT"
"a1g-fragment27","416","PROPN PART PROPN CCONJ VERB PUNCT NOUN NOUN PUNCT ADJ VERB PROPN PROPN DET NOUN PROPN ADJ ADJ NOUN ADP DET PUNCT ADJ NOUN ADP ADJ NOUN PART PUNCT VERB DET NOUN ADP PROPN PART VERB NOUN PUNCT DET ADJ PUNCT ADJ NOUN NUM VERB ADP DET ADJ NOUN PUNCT"
"a1g-fragment27","417","PUNCT DET NOUN VERB ADP DET NOUN ADP DET PROPN ADP DET PROPN PROPN ADP PROPN PUNCT VERB PRON ADP DET NOUN PUNCT PUNCT VERB PROPN PROPN PUNCT DET PROPN PROPN PROPN NOUN VERB ADP PROPN CCONJ VERB DET ADJ NOUN ADP PROPN PUNCT"
"a1g-fragment27","418","PROPN PART ADJ NOUN ADP PROPN PART NOUN VERB DET ADJ NOUN PUNCT"
"a1g-fragment27","419","PUNCT PRON VERB PRON ADP DET PROPN CCONJ VERB ADP ADJ NOUN PUNCT PUNCT VERB DET ADJ NOUN NOUN VERB ADP DET NOUN ADP DET VERB NOUN ADP ADJ NOUN PUNCT VERB ADJ NOUN CCONJ NOUN NOUN PUNCT"
"a1g-fragment27","420","PROPN PROPN PUNCT NUM PUNCT CCONJ DET NOUN ADP CCONJ ADJ NOUN PUNCT VERB NUM DET NOUN ADP DET NOUN ADP NUM ADP DET ADJ ADP ADJ NOUN ADP PROPN PART NOUN PUNCT"
"a1g-fragment27","421","ADP DET NOUN NOUN PROPN PROPN PUNCT DET ADJ ADJ NOUN PUNCT VERB PUNCT PROPN PUNCT CCONJ PUNCT ADJ PUNCT ADP VERB ADJ ADJ NOUN PUNCT ADP PUNCT NOUN PUNCT PROPN PROPN PUNCT PROPN DET PROPN PROPN PROPN PUNCT PRON VERB DET PROPN PUNCT VERB NOUN ADP NOUN PUNCT"
"a1g-fragment27","422","PROPN VERB VERB ADP VERB DET NOUN ADP PROPN PUNCT ADP ADJ NOUN NOUN VERB ADJ ADJ CCONJ ADJ NOUN ADP DET ADJ ADJ NOUN ADP PROPN PUNCT PROPN CCONJ PROPN PUNCT"
"a1g-fragment27","423","ADJ VERB ADJ ADJ PUNCT NOUN NOUN PART VERB DET ADJ ADJ ADJ PROPN PART NOUN ADV DET PROPN PROPN ADV VERB PUNCT"
"a1g-fragment27","424","NUM NOUN PUNCT DET ADJ NOUN ADP PROPN PUNCT ADV VERB DET PROPN NOUN NOUN ADP VERB DET ADJ NOUN PUNCT PROPN PUNCT PROPN DET PROPN PROPN PROPN PUNCT"
"a1g-fragment27","425","ADP ADJ NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN VERB ADV NUM NOUN PUNCT PROPN VERB DET ADJ ADJ NOUN CCONJ DET ADV ADJ ADJ NOUN PUNCT"
"a1g-fragment27","426","PRON ADV VERB NUM ADJ NOUN ADP PROPN NOUN ADP ADJ NOUN PUNCT"
"a1g-fragment27","427","PRON VERB DET PROPN NOUN ADP DET NOUN ADJ DET ADJ NOUN VERB ADP PRON NUM NOUN PART PUNCT"
"a1g-fragment27","428","CCONJ PROPN PART ADJ PROPN VERB NOUN NUM ADV ADJ ADJ NOUN PUNCT ADP PUNCT NOUN PUNCT PROPN PUNCT VERB PRON CCONJ VERB PROPN PROPN PROPN PUNCT"
"a1h-fragment05","69","NOUN PUNCT PROPN PROPN"
"a1h-fragment05","70","ADP PROPN PROPN"
"a1h-fragment05","71","PROPN PROPN VERB DET NOUN CCONJ NOUN ADP NOUN PUNCT NOUN CCONJ NOUN VERB ADP DET ADJ NOUN ADP ADJ CCONJ ADJ NOUN PUNCT"
"a1h-fragment05","72","PROPN VERB VERB ADP PROPN PROPN PROPN NUM PUNCT VERB ADP PROPN PUNCT CCONJ ADV ADV VERB ADP PROPN PROPN NUM PUNCT"
"a1h-fragment05","73","ADJ PROPN NOUN PROPN PRON PROPN PROPN PROPN NOUN CCONJ NOUN NOUN PUNCT CCONJ ADP PROPN PRON VERB VERB PROPN DET NOUN ADP PROPN PROPN CCONJ DET NOUN ADP PROPN PROPN PUNCT"
"a1h-fragment05","74","NOUN NOUN VERB DET NOUN ADP DET NOUN ADP DET ADJ CCONJ DET ADJ ADJ VERB DET PROPN ADP PROPN PART NOUN PUNCT"
